datetime,PM2.5,O3,TEMPERATURE,PRESSURE,DEWPOINT,RAIN
5/21/2014 14:00,109,210,30.3,997.1,15.6,0
5/21/2014 15:00,116,242,30.4,996.5,16.8,0
5/21/2014 16:00,120,268,30,996.3,16.1,0
5/21/2014 17:00,121,264,29.7,996.5,16.5,0
5/21/2014 18:00,133,271,28.8,997.1,15.7,0
5/21/2014 19:00,135,244,25.7,997.5,16.8,0
5/21/2014 20:00,138,212,24.8,998.3,17,0
5/21/2014 21:00,150,173,24.6,998.6,17.3,0
5/21/2014 22:00,148,140,22.5,998.5,18.1,0
5/21/2014 23:00,152,115,23.2,998.2,17.2,0
5/22/2014 0:00,167,36,21.3,998.4,17.3,0
5/22/2014 1:00,150,3,20.3,998.5,17.1,0
5/22/2014 2:00,145,7,21.5,998.4,17.7,0
5/22/2014 3:00,174,28,19.5,998.6,17.8,0
5/22/2014 4:00,197,12,18.4,998.9,16.9,0
5/22/2014 5:00,228,3,18.7,999.5,17.2,0
5/22/2014 6:00,233,2,23.5,999.9,16.8,0
5/22/2014 7:00,224.5,6.7,24.8,1000.6,16.5,0
5/22/2014 8:00,255,29,26.2,1000.8,17,0
5/22/2014 9:00,268,52,27.7,1000.9,17.2,0
5/22/2014 18:00,22,154,31.4,999.3,10.7,0
5/22/2014 19:00,40,157,29.8,999.8,11.8,0
5/22/2014 20:00,57,139,28.1,1001,12.8,0
5/22/2014 21:00,62,111,24.5,1001.6,14,0
5/22/2014 22:00,61,100,25.9,1002.1,13.7,0
5/22/2014 23:00,57,121,25.2,1002.4,13.1,0
5/23/2014 0:00,62,117,24.5,1002.7,13.1,0
5/23/2014 1:00,67,108,23.3,1003.1,13.5,0
5/23/2014 2:00,72,100,23.9,1003.6,12.8,0
5/23/2014 3:00,82,69,23.4,1003.5,13,0
5/23/2014 5:00,100,74,22.8,1004,13.6,0
5/23/2014 6:00,113,57,23.8,1004.4,14.5,0
5/23/2014 7:00,107,60,25.6,1004.8,15,0
5/23/2014 8:00,110,85,27.3,1004.8,15.3,0
5/23/2014 9:00,105,121,29.7,1004.8,15.8,0
5/23/2014 10:00,107,161,31,1004.6,15.8,0
5/23/2014 11:00,97,205,31.7,1004.5,14.8,0
5/23/2014 12:00,86,226,31.4,1003.8,14.5,0
5/23/2014 13:00,73,224,32.1,1003.4,14.3,0
5/23/2014 14:00,59,217,31.9,1002.9,11.7,0
5/23/2014 15:00,54,199,31,1002.4,10.9,0
5/23/2014 16:00,55,200,30.7,1002.2,13,0
5/23/2014 17:00,57,202,30.1,1002.1,13.8,0
5/23/2014 18:00,51,194,28.7,1002.2,13.8,0
5/23/2014 19:00,59,162,26.8,1002.4,15.8,0
5/23/2014 20:00,61,150,25.9,1002.7,15.3,0
5/23/2014 21:00,73,102,28.3,1002.7,13.4,0
5/23/2014 22:00,78,70,26.4,1002.3,15.1,0
5/23/2014 23:00,82,48,27.3,1002.1,14,0
5/24/2014 0:00,108,56,24.7,1001.5,16.1,0
5/24/2014 1:00,104,79,24.1,1001,17.3,0
5/24/2014 2:00,100,79,22.9,1001.3,18.9,0
5/24/2014 3:00,104,64,21.3,1001.5,18.3,2.1
5/24/2014 4:00,98,47,19.9,1001.8,18.9,12.6
5/24/2014 5:00,81,47,19.8,1001.5,18.6,4.7
5/24/2014 6:00,76,59,19.9,1001.5,18.2,0.4
5/24/2014 7:00,77,77,19.9,1001.2,18.6,0.6
5/24/2014 8:00,71,61,19.7,1001.5,18.5,1.2
5/24/2014 9:00,76,45,19.9,1001.7,18.6,0.2
5/24/2014 10:00,73,46,20.1,1001.7,18.4,0
5/24/2014 11:00,79,53,20.9,1001.4,18.8,0
5/24/2014 12:00,75,47,21.3,1000.8,18.9,0
5/24/2014 13:00,69,48,21.5,1000.6,18.9,0
5/24/2014 14:00,67,45,23,1000.4,19.2,0
5/24/2014 15:00,71,49,22.5,1000.1,19.1,0
5/24/2014 16:00,75,51,23,1000.5,19.2,0
5/24/2014 17:00,83,54,23.1,1000.5,19.1,0
5/24/2014 18:00,85,56,22.5,1000.9,19.1,0
5/24/2014 19:00,95,49,22,1001.6,19.2,0
5/24/2014 20:00,96,39,21.3,1002.5,19.2,0
5/24/2014 21:00,93,36,21.1,1002.7,19,0
5/24/2014 22:00,89,51,21,1002.6,18.6,0
5/24/2014 23:00,87,68,20.8,1002.3,18.6,0
5/25/2014 0:00,79,71,20.6,1002.1,18.5,0
5/25/2014 1:00,88,54,20.4,1002.2,18.7,0
5/25/2014 2:00,95,42,20.1,1001.7,18.9,0
5/25/2014 3:00,103,48,20.2,1001,19,0
5/25/2014 4:00,121,36,20.3,1000.8,19.3,0
5/25/2014 5:00,129,35,20.5,1000.9,19.3,0
5/25/2014 6:00,138,34,21.2,1001.4,19.3,0
5/25/2014 7:00,140,23,22.6,1001.2,18.2,0
5/25/2014 8:00,146,12,24.1,1000.9,3.9,0
5/25/2014 9:00,151,12,26.4,1000.9,2.3,0
5/25/2014 10:00,129,52,26.9,1000.5,2,0
5/25/2014 11:00,123,81,27.1,1000.1,2.9,0
5/25/2014 12:00,74,92,28,999.2,1.5,0
5/25/2014 13:00,28,97,27.9,999,-0.3,0
5/25/2014 14:00,3,100,27.6,999.2,-2.3,0
5/25/2014 15:00,14,103,27.7,999.1,-2.2,0
5/25/2014 16:00,10,105,27.9,998.7,-2.1,0
5/25/2014 17:00,5,105,27.6,998.2,-1.4,0
5/25/2014 18:00,12,104,26.8,998.2,-2,0
5/25/2014 19:00,9,96,26.5,998.7,-4.2,0
5/25/2014 20:00,15,84,25.1,999.3,-1.7,0
5/25/2014 21:00,3,87,19.1,999.7,3.7,0
5/25/2014 22:00,10,71,18.3,999.6,5.5,0
5/25/2014 23:00,13,64,18.9,999.5,4.6,0
5/26/2014 0:00,6,52,16.1,999.3,3.8,0
5/26/2014 1:00,10,33,15.2,998.7,4.8,0
5/26/2014 2:00,13,10,15.1,998.5,6.6,0
5/26/2014 3:00,11,2,15.1,997.8,6.4,0
5/26/2014 4:00,23,2,15,997.5,7,0
5/26/2014 5:00,27,2,18.3,997.2,4.1,0
5/26/2014 6:00,31,2,21.2,997,4.7,0
5/26/2014 7:00,25,5,23.8,996.3,6.1,0
5/26/2014 8:00,21,30,26.5,995.8,3.7,0
5/26/2014 9:00,22,45,28.9,995.1,4.4,0
5/26/2014 10:00,15,66,30.2,994.2,4.7,0
5/26/2014 11:00,13,94,31.1,993.1,6.2,0
5/26/2014 12:00,17,126,31.8,992.1,6.8,0
5/26/2014 13:00,25,144,31.8,991,6.1,0
5/26/2014 14:00,24,155,32.8,989.8,7.6,0
5/26/2014 15:00,29,157,32.9,989,12.5,0
5/26/2014 16:00,30,148,34.4,988.1,7.4,0
5/26/2014 17:00,31,134,34.5,987.7,-1.5,0
5/26/2014 18:00,23,114,32.5,988,0.5,0
5/26/2014 19:00,28,108,27.4,988.5,0.2,0
5/26/2014 20:00,24,57,23.2,989,4.2,0
5/26/2014 21:00,45,11,23.2,989.1,7.7,0
5/26/2014 22:00,52,2,20.7,989,6.2,0
5/26/2014 23:00,34,3,18.8,988.9,5.3,0
5/27/2014 0:00,26,2,18.1,988.7,4.6,0
5/27/2014 1:00,35,2,17.2,988.1,8.6,0
5/27/2014 2:00,44,2,19.9,987.7,6.9,0
5/27/2014 3:00,44,2,18.2,988.2,6.7,0
5/27/2014 4:00,39,2,18.9,988.2,7.9,0
5/27/2014 5:00,34,2,27.7,988.4,0.4,0
5/27/2014 6:00,31,2,29,988.8,5.8,0
5/27/2014 7:00,75,32,30.9,988.7,3.8,0
5/27/2014 8:00,105,53,31.2,988.6,-0.5,0
5/27/2014 9:00,101,79,31.8,988.7,-2.3,0
5/27/2014 10:00,60,106,31.1,989.3,0.4,0
5/27/2014 11:00,23,117,30.7,989.4,3.7,0
5/27/2014 12:00,11,121,30.4,989.1,4.9,0
5/27/2014 13:00,11,118,30.9,989.5,5.3,0
5/27/2014 14:00,11,114,29.3,990.2,8.4,0
5/27/2014 15:00,17,103,27.9,990.1,9.7,0
5/27/2014 16:00,11,91,31.1,989.4,6.2,0
5/27/2014 17:00,11,90,32.1,989.7,-0.9,0
5/27/2014 18:00,11,102,31.4,991,-1.4,0
5/27/2014 19:00,12,102,30.2,992.2,-0.3,0
5/27/2014 20:00,12,95,29.2,993.5,-0.1,0
5/27/2014 21:00,14,68,27.2,994.3,1.6,0
5/27/2014 22:00,19,28,23.7,994.7,4.1,0
5/27/2014 23:00,20,17,19.4,995,7.5,0
5/28/2014 0:00,17,8,18.4,995.3,7.5,0
5/28/2014 1:00,23,2,16.6,995.5,7.8,0
5/28/2014 2:00,27,2,16,995.9,9,0
5/28/2014 3:00,31,2,15.4,996.2,8.6,0
5/28/2014 4:00,32,2,15.4,996.5,9.1,0
5/28/2014 5:00,35,2,17,997,10.6,0
5/28/2014 6:00,30,2,23,997.1,12.3,0
5/28/2014 7:00,38,2,26.6,997.3,9.9,0
5/28/2014 8:00,49,6,29.3,997,4.7,0
5/28/2014 9:00,35,23,30.2,996.3,6.1,0
5/28/2014 10:00,21,74,31.1,995.8,7.5,0
5/28/2014 11:00,19,121,33.2,994.9,7.9,0
5/28/2014 12:00,15,148,34.2,993.8,10.1,0
5/28/2014 13:00,24,181,35.2,992.7,8.9,0
5/28/2014 14:00,28,204,36,991.6,5.3,0
5/28/2014 15:00,28,192,36.1,990.8,4.4,0
5/28/2014 16:00,34,193,35.9,990.1,3.2,0
5/28/2014 17:00,38,190,34.3,990,7.4,0
5/28/2014 18:00,29,165,33.2,990.3,9.3,0
5/28/2014 19:00,24,165,32.4,991.7,8.6,0
5/28/2014 20:00,34,160,30.1,992.3,10.1,0
5/28/2014 21:00,31,145,29.7,992.1,9.2,0
5/28/2014 22:00,39,118,28.8,991.9,9,0
5/28/2014 23:00,42,113,27.1,991.4,8.5,0
5/29/2014 0:00,38,107,25.8,991.1,8.7,0
5/29/2014 1:00,37,100,23.9,990.7,9.8,0
5/29/2014 2:00,50,91,21.2,990.6,12.3,0
5/29/2014 3:00,40,86,19.2,990.4,12.9,0
5/29/2014 4:00,45,51,18.3,990.4,12.3,0
5/29/2014 5:00,44,29,19.1,990.8,14.6,0
5/29/2014 6:00,51,5,26.6,991.1,10.7,0
5/29/2014 7:00,55,12,28.5,991.7,10.7,0
5/29/2014 8:00,70,18,30.9,991.6,10.8,0
5/29/2014 9:00,64,57,33.1,991.7,11,0
5/29/2014 10:00,61,106,35.4,991.7,10.4,0
5/29/2014 11:00,46,163,37.7,991.2,6.6,0
5/29/2014 12:00,43,194,39,990.7,4.4,0
5/29/2014 13:00,29,213,40.6,990.5,-1.9,0
5/29/2014 14:00,20,219,39.8,990.1,11.8,0
5/29/2014 15:00,17,168,38.6,990.4,13.1,0
5/29/2014 16:00,18,148,37.8,990.6,8.6,0
5/29/2014 17:00,31,261,36.3,991.1,6.5,0
5/29/2014 18:00,25,179,32.1,991.8,10.2,0
5/29/2014 19:00,28,146,28.5,992.7,12,0
5/29/2014 20:00,40,112,26.2,993.9,12.3,0
5/29/2014 21:00,56,41,28.9,994.4,10.5,0
5/29/2014 22:00,60,48,25.5,995.3,13.4,0
5/29/2014 23:00,52,49,25,995.6,13.2,0
5/30/2014 0:00,52,27,22.7,995.9,12.9,0
5/30/2014 1:00,58,2,22.3,996.4,13.1,0
5/30/2014 2:00,70,11,27,997.2,13,0
5/30/2014 3:00,83,81,23.5,997.9,13.9,0
5/30/2014 4:00,106,128,26.6,998.5,11.1,0
5/30/2014 5:00,105,97,26.4,999.5,12.5,0
5/30/2014 6:00,91,89,28.2,1000.1,11.3,0
5/30/2014 7:00,95,149,29.4,1000.3,10.5,0
5/30/2014 8:00,93,151,30.5,1000.5,9.9,0
5/30/2014 9:00,94,147,31.4,1000.5,11.2,0
5/30/2014 10:00,94,192,32.4,1000.6,11.5,0
5/30/2014 11:00,109,218,32.8,1000.4,12.9,0
5/30/2014 12:00,118,282,33.2,999.8,17,0
5/30/2014 13:00,118,306,34.1,999,15.1,0
5/30/2014 14:00,113,333,34.3,998.4,15.7,0
5/30/2014 15:00,108,347,34,998.4,15.5,0
5/30/2014 16:00,110,338,33.2,998.4,14.8,0
5/30/2014 17:00,104,325,32.2,998.6,13.9,0
5/30/2014 18:00,96,283,31.1,999.3,13.4,0
5/30/2014 19:00,95,263,28.8,999.9,14.2,0
5/30/2014 20:00,94,239,29,1000.9,14.8,0
5/30/2014 21:00,89,210,28.2,1001.6,14.1,0
5/30/2014 22:00,88,192,26.2,1001.6,14.6,0
5/30/2014 23:00,83,154,23.9,1001.7,16.2,0
5/31/2014 0:00,82,134,24.4,1001.6,15.9,0
5/31/2014 1:00,74,115,22.8,1001.4,16.1,0
5/31/2014 2:00,77,130,22.1,1001.2,16.1,0
5/31/2014 3:00,76,114,21.5,1001.2,16.5,0
5/31/2014 4:00,75,72,21.3,1001.3,16.5,0
5/31/2014 5:00,85,51,22.1,1001.6,17,0
5/31/2014 6:00,87,39,23.4,1002,16.9,0
5/31/2014 7:00,92,63,27.4,1002.3,13.3,0
5/31/2014 8:00,102,60,27.6,1002.3,13.9,0
5/31/2014 9:00,102,72,29.6,1001.6,13.8,0
5/31/2014 10:00,104,82,30.5,1001.3,13.7,0
5/31/2014 11:00,112,127,31.5,1001,15.5,0
5/31/2014 12:00,123,168,32.2,1000.4,15.2,0
5/31/2014 13:00,140,206,32.3,1000,16.2,0
5/31/2014 14:00,140,254,32.9,999.1,16.3,0
5/31/2014 15:00,135,286,33.2,998.7,17,0
5/31/2014 16:00,138,301,32.6,998.7,16.4,0
5/31/2014 17:00,134,284,31.2,998.4,17.1,0
5/31/2014 18:00,132,282,28.7,998.6,20.2,0
5/31/2014 19:00,138,253,28.9,998.6,18.7,0
5/31/2014 20:00,143,197,28.1,999.1,22.3,0
5/31/2014 21:00,143,165,21,1005.5,18.9,11.5
5/31/2014 22:00,105,152,20.7,1003.2,19.2,3.9
5/31/2014 23:00,67,146,21.6,1002.1,17.4,0.1
6/1/2014 0:00,66,135,23,1002.2,16.5,0
6/1/2014 1:00,64,130,22.6,1001.9,17.3,0
6/1/2014 2:00,61,118,22.9,1002,16,0
6/1/2014 3:00,48,142,23.6,1001.9,15.6,0
6/1/2014 4:00,42,135,23.2,1001.9,15.5,0
6/1/2014 5:00,39,125,23.2,1001.9,14.7,0
6/1/2014 6:00,35,137,23.1,1001,15.4,0
6/1/2014 7:00,39,129,23.5,1001.2,15,0
6/1/2014 8:00,41,117,24.4,1001.1,14.5,0
6/1/2014 9:00,37,116,25.6,1001,13.8,0
6/1/2014 10:00,31,113,27.1,1001.3,13.4,0
6/1/2014 11:00,25,135,28.2,1001,12.1,0
6/1/2014 12:00,25,145,29.2,1000.8,13,0
6/1/2014 13:00,24,159,29.3,1000.4,12.7,0
6/1/2014 14:00,31,185,29.5,999.6,12.9,0
6/1/2014 15:00,33,199,29.3,999.5,13.1,0
6/1/2014 16:00,34,166,26.1,1000.6,17.7,0
6/1/2014 17:00,39,157,19.7,1002.3,16.9,18.3
6/1/2014 18:00,69,153,19.8,1003.3,17.4,0.5
6/1/2014 19:00,40,108,19.6,1003.7,16.8,0.1
6/1/2014 20:00,46,97,20.2,1004.8,16.6,0
6/1/2014 21:00,57,82,20.5,1005.5,16.1,0
6/1/2014 22:00,53,97,19.9,1006,16.5,0
6/1/2014 23:00,52,86,20.5,1005.9,15.7,0
6/2/2014 0:00,56,75,20.7,1005.3,15.7,0
6/2/2014 1:00,51,68,19.4,1005.4,16.1,0
6/2/2014 2:00,47,49,18.1,1005.7,16.4,0
6/2/2014 3:00,46,40,20.3,1005.8,12.3,0
6/2/2014 4:00,22,94,18.8,1005.8,14.7,0
6/2/2014 5:00,12,106,19.2,1006.1,14.9,0
6/2/2014 6:00,12,118,20,1006.2,13.7,0
6/2/2014 7:00,15,106,20.9,1006.7,14.3,0
6/2/2014 8:00,17,99,21.3,1006.6,12.7,0
6/2/2014 9:00,15,102,22.3,1006.4,12.5,0
6/2/2014 10:00,17,111,23,1006.2,11.7,0
6/2/2014 11:00,16,128,22.9,1006,12.2,0
6/2/2014 12:00,17,132,23.6,1005.6,12.3,0
6/2/2014 13:00,23,137,24.5,1004.8,12.1,0
6/2/2014 14:00,22,144,25.5,1003.7,12.3,0
6/2/2014 15:00,27,158,25.1,1003.2,13,0
6/2/2014 16:00,25,162,25.6,1002.8,13.1,0
6/2/2014 17:00,37,165,25.8,1002.9,12.3,0
6/2/2014 18:00,29,168,23.3,1003.4,14.6,0
6/2/2014 19:00,31,155,20.5,1003.7,14.6,0
6/2/2014 20:00,37,129,19.1,1004.1,14.4,0
6/2/2014 21:00,47,92,18.6,1003.9,15.3,0
6/2/2014 22:00,51,61,18.1,1003.5,15,0
6/2/2014 23:00,50,57,17.1,1003.2,14.6,0
6/3/2014 0:00,43,54,16.5,1002.7,14.5,0
6/3/2014 1:00,39,58,16.2,1002,14.6,0
6/3/2014 2:00,35,39,15.9,1001.7,14.6,0
6/3/2014 3:00,41,6,15.6,1001.5,14.3,0
6/3/2014 4:00,37,2,15.7,1001.6,14.6,0
6/3/2014 5:00,30,6,17.4,1002,15.9,0
6/3/2014 6:00,32,30,22.5,1002.5,12.4,0
6/3/2014 7:00,30,62,24.8,1002.7,12.4,0
6/3/2014 8:00,22,84,26.3,1002.4,11.2,0
6/3/2014 9:00,25,87,28,1002.1,11.5,0
6/3/2014 10:00,21,97,29.1,1001.7,11.6,0
6/3/2014 11:00,25,117,29.7,1001,12.2,0
6/3/2014 17:00,46,198,30.2,999.5,13,0
6/3/2014 18:00,51,198,28.6,999.9,12.9,0
6/3/2014 19:00,46,198,26.9,1000.6,13.3,0
6/3/2014 20:00,43,198,24.5,1000.8,15.1,0
6/4/2014 12:00,35,155,28.9,999.2,14.7,0
6/4/2014 13:00,42,179,28.7,998.5,13.8,0
6/4/2014 14:00,46,212,27.9,998.5,14.9,0
6/4/2014 15:00,45,211,27.4,998.5,14.8,0
6/4/2014 16:00,38,189,27,998.3,16.3,0
6/4/2014 17:00,40,165,25.8,998.2,17.4,0
6/4/2014 18:00,48,163,24.5,998.2,19.3,0
6/4/2014 19:00,50,153,23.6,998.3,18.3,0
6/4/2014 20:00,56,126,23.4,998.7,18.3,0
6/4/2014 21:00,52,90,23,998.7,19.2,0
6/4/2014 22:00,60,56,22.9,998.9,18.2,0
6/4/2014 23:00,56,55,22.7,999.1,19.5,0
6/5/2014 0:00,60,44,22.5,998.6,18.5,0
6/5/2014 1:00,86,3,21.2,998.4,17.6,0
6/5/2014 2:00,87,29,21.9,998.7,16.6,0
6/5/2014 3:00,81,31,20.6,999,17.6,0
6/5/2014 4:00,85,35,19.8,999.3,17.6,0
6/5/2014 5:00,85,25,20.5,999.5,18.6,0
6/5/2014 6:00,85,12,24.4,999.7,16.1,0
6/5/2014 7:00,90,13,26.2,999.8,17,0
6/5/2014 8:00,88,48,27.8,999.7,15.8,0
6/5/2014 9:00,79,78,28.1,999.4,17.9,0
6/5/2014 10:00,81,108,30.2,999,15.1,0
6/5/2014 11:00,66,152,31.1,998.5,14.3,0
6/5/2014 12:00,47,188,32.1,997.9,14.3,0
6/5/2014 13:00,48,220,32.5,997.4,15.5,0
6/5/2014 14:00,162,235,32.8,996.7,16.2,0
6/5/2014 15:00,45,247,32.5,996.4,15.5,0
6/5/2014 16:00,54,274,31.9,996,15.4,0
6/5/2014 17:00,59,284,31.8,995.8,16.1,0
6/5/2014 18:00,56,248,30.8,996,15.6,0
6/5/2014 19:00,54,222,29.3,996.1,15.8,0
6/5/2014 20:00,58,174,28.1,996.8,16.4,0
6/5/2014 21:00,61,140,27.1,997,16.7,0
6/5/2014 22:00,73,117,26.8,996.8,17.8,0
6/5/2014 23:00,91,125,25.1,996.8,17.8,0
6/6/2014 0:00,88,109,24.3,997.2,18.2,0
6/6/2014 1:00,93,94,23.7,997,17.9,0
6/6/2014 2:00,99,85,22.7,996.7,18.5,0
6/6/2014 3:00,109,49,24.9,997.1,17.6,0
6/6/2014 4:00,112,19,24.5,997.9,18.7,0
6/6/2014 5:00,113,16,24.7,997.9,18.4,0
6/6/2014 6:00,89,31,24.7,997.7,18.2,0
6/6/2014 7:00,86,33,24.7,997.9,18.2,0
6/6/2014 8:00,88,31,25.5,997.5,18.7,0
6/6/2014 9:00,104,38,26.3,997.3,19.2,0
6/6/2014 10:00,111,44,26.6,997.2,19,0
6/6/2014 11:00,117,76,23.5,998.7,17.7,2.3
6/6/2014 12:00,116,102,19.8,998.4,17.9,8.2
6/6/2014 13:00,44,55,19.4,998.7,17.9,6
6/6/2014 14:00,6,58,19.6,997.8,18.3,2.8
6/6/2014 15:00,3,75,19.5,997.8,16.5,0.1
6/6/2014 16:00,6,68,19.6,998.2,16.6,0.8
6/6/2014 17:00,9,64,19.8,998.5,17,0.3
6/6/2014 18:00,3,61,20.1,998.4,16.7,0
6/6/2014 19:00,7,50,19.4,998.9,16.1,0
6/6/2014 20:00,13,47,19.4,999.2,15.5,0
6/6/2014 21:00,14,39,17.6,999.1,15.8,0
6/6/2014 22:00,8,41,16.4,998.9,15.6,0
6/6/2014 23:00,13,25,16.2,998.8,15.6,0
6/7/2014 0:00,13,20,16.5,998.5,15.9,0
6/7/2014 1:00,13,21,15.5,998.2,14.9,0
6/7/2014 2:00,14,12,14.8,998.3,14.3,0
6/7/2014 3:00,19,4,15,998.5,14.2,0
6/7/2014 4:00,18,2,15.9,998.6,13.2,0
6/7/2014 5:00,13,12,19,998.9,11.8,0
6/7/2014 6:00,6,40,21.2,999.1,12.1,0
6/7/2014 7:00,7,50,22.9,999.1,8.9,0
6/7/2014 8:00,8,56,24,999.3,8,0
6/7/2014 9:00,5,84,24.8,999,7.4,0
6/7/2014 10:00,3,104,25.6,998.9,8.1,0
6/7/2014 11:00,3,107,26.4,998.4,8.4,0
6/7/2014 12:00,3,110,27.8,997.5,8.6,0
6/7/2014 13:00,6,110,28.6,996.6,9.8,0
6/7/2014 14:00,3,110,29.3,995.6,7.2,0
6/7/2014 15:00,4,108,30.3,995,8.1,0
6/7/2014 16:00,8,109,30.3,995,6.9,0
6/7/2014 17:00,6,109,30.3,995,6.9,0
6/7/2014 18:00,5,110,27,995.2,13,0
6/7/2014 19:00,3,103,25,995.6,12.9,0
6/7/2014 20:00,12,84,24.3,996.3,11.9,0
6/7/2014 21:00,25,108,23.9,996.4,11.6,0
6/7/2014 22:00,18,94,19.9,996.8,13.8,0
6/7/2014 23:00,19,62,18.9,996.7,14.6,0
6/8/2014 0:00,28,22,18,996.2,14.1,0
6/8/2014 1:00,31,14,17.7,995.9,13.6,0
6/8/2014 2:00,35,17,20.5,996.3,11.9,0
6/8/2014 3:00,29,5,20.5,996.7,12.2,0
6/8/2014 4:00,25,2,20.1,996.9,11.8,0
6/8/2014 5:00,22,2,20.5,996.2,11.9,0
6/8/2014 6:00,23,4,20.6,996.5,11.8,0
6/8/2014 7:00,21,8,22.5,996.3,13,0
6/8/2014 8:00,26,19,23.6,996.3,11.6,0
6/8/2014 9:00,38,36,25.3,996,13.2,0
6/8/2014 10:00,54,51,27,995.5,13.4,0
6/8/2014 11:00,57,83,28.5,994.7,13.2,0
6/8/2014 12:00,52,121,29.4,993.6,12.3,0
6/8/2014 13:00,48,149,28.8,992.9,13.5,0
6/8/2014 14:00,56,191,22.5,995.3,12.1,0.6
6/8/2014 15:00,46,211,19.2,995.1,15.9,1.4
6/8/2014 16:00,13,103,21.8,995.4,14.7,0.1
6/8/2014 17:00,13,68,22,995.9,15.6,0
6/8/2014 18:00,17,59,22.3,995.3,15.4,0
6/8/2014 19:00,14,53,19.1,995,15.8,0
6/8/2014 20:00,23,22,18.5,995.8,15.2,0
6/8/2014 21:00,29,16,18.1,995.9,15.7,0
6/8/2014 22:00,29,9,17.9,995.8,14.8,0
6/8/2014 23:00,29,2,16.9,996.1,15.1,0
6/9/2014 0:00,32,2,17.1,996.2,14.9,0
6/9/2014 1:00,36,2,17.2,996,15,0
6/9/2014 2:00,27,19,15.6,996.3,14.5,0
6/9/2014 3:00,22,22,16.3,997.4,14.1,0
6/9/2014 4:00,20,20,15.7,997.8,14.6,0
6/9/2014 5:00,27,2,18.1,997.9,14,0
6/9/2014 6:00,22,10,20.1,998.5,14,0
6/9/2014 7:00,22,23,21.5,998.7,13.9,0
6/9/2014 8:00,31,32,23.5,998.7,14.2,0
6/9/2014 9:00,44,41,24.9,998.9,13.8,0
6/9/2014 10:00,47,59,26.5,998.9,13.6,0
6/9/2014 11:00,45,86,27.6,998.5,12.4,0
6/9/2014 12:00,50,100,28.7,997.8,12.6,0
6/9/2014 13:00,47,128,29.1,997.4,13.7,0
6/9/2014 14:00,43,150,29.6,997.1,12.1,0
6/9/2014 15:00,40,193,29.9,996.8,12.3,0
6/9/2014 16:00,34,190,30.2,996.9,10.2,0
6/9/2014 17:00,25,195,30.2,997.1,9.7,0
6/9/2014 18:00,24,164,27.6,997.4,12,0
6/9/2014 19:00,17,135,26.6,998.7,12.3,0
6/9/2014 20:00,30,111,25,1000.1,12.6,0
6/9/2014 21:00,35,98,23.8,1001.5,12.7,0
6/9/2014 22:00,34,106,22.8,1001.9,13.3,0
6/9/2014 23:00,43,116,21.8,1001.6,13.9,0
6/10/2014 0:00,49,110,19.7,1002,15.1,0
6/10/2014 1:00,55,90,19.1,1001.8,14.8,0
6/10/2014 2:00,58,69,18.6,1001.7,15.1,0
6/10/2014 3:00,66,58,19.9,1001.7,14,0
6/10/2014 4:00,62,69,18.1,1001.8,15,0
6/10/2014 5:00,55,65,19.9,1002.5,14.3,0
6/10/2014 6:00,58,55,19.6,1002.5,15.3,0
6/10/2014 7:00,61,51,21,1002.8,15.3,0.2
6/10/2014 8:00,63,44,22.3,1002.7,15.6,0
6/10/2014 9:00,82,50,23.4,1002.7,14.9,0
6/10/2014 10:00,83,66,25.4,1002.4,15.7,0
6/10/2014 11:00,89,70,26.3,1001.7,15.7,0
6/10/2014 12:00,114,106,27.1,1001.4,16.1,0
6/10/2014 13:00,99,146,27.1,1001,16.4,0
6/10/2014 14:00,93,161,18.6,1001.4,15.8,17.1
6/10/2014 15:00,81,126,21.2,1001.7,17,0.3
6/10/2014 16:00,37,107,21.7,1001.6,16.4,0
6/10/2014 17:00,32,74,22.3,1001.7,18.1,0
6/10/2014 18:00,69,73,22.8,1002,17,0
6/10/2014 19:00,92,87,21,1002.8,17.6,0
6/10/2014 20:00,76,80,19.6,1003.5,17.9,0
6/10/2014 21:00,79,68,19.5,1003.7,17.5,0
6/10/2014 22:00,84,48,18.6,1003.8,17.4,0
6/10/2014 23:00,87,36,18.3,1003.8,17.5,0
6/11/2014 0:00,80,21,18.7,1003.9,18,0
6/11/2014 1:00,86,31,19.2,1003.9,18.5,0
6/11/2014 2:00,88,14,19.4,1004.1,17.7,0
6/11/2014 3:00,92,23,19.8,1004.3,17,0
6/11/2014 4:00,101,22,19.5,1004.6,17.1,0
6/11/2014 5:00,100,14,19.3,1005,17.1,0
6/11/2014 6:00,92,13,20.9,1005.3,16.9,0
6/11/2014 7:00,58,31,22.3,1005.6,16.8,0
6/11/2014 8:00,58,48,24,1005.7,15.5,0
6/11/2014 9:00,71,64,25.4,1005.5,13.9,0
6/11/2014 10:00,29,82,25.4,1005.5,14.2,0
6/11/2014 11:00,9,94,26.3,1004.9,14.4,0
6/11/2014 12:00,12,114,27,1003.9,13.7,0
6/11/2014 13:00,14,133,27.6,1002.8,13.9,0
6/11/2014 14:00,16,137,28.7,1001.9,12.6,0
6/11/2014 15:00,15,139,29.5,1001.2,11.5,0
6/11/2014 16:00,14,142,29.8,1000.6,12.2,0
6/11/2014 17:00,13,145,29.9,1000.8,11.4,0
6/11/2014 18:00,14,142,27.8,1001,13.3,0
