Location,year,month,day,hour,PM2.5,O3,TEMPERATURE,PRESSURE,DEWPOINT,RAIN
Wanshouxigong,2013,10,14,2,79,1,13.4,1013.7,12.8,0
Wanshouxigong,2013,10,14,3,82,1,13.3,1014.2,12.8,0
Wanshouxigong,2013,10,14,4,77,1,13.2,1014.6,12.7,0
Wanshouxigong,2013,10,14,5,76,1,12.8,1015.6,12.5,0
Wanshouxigong,2013,10,14,6,70,1,12.8,1016.6,12.5,0
Wanshouxigong,2013,10,14,7,64,1,14.1,1017.8,12.3,0
Wanshouxigong,2013,10,14,8,41,1,15.6,1018.9,7.1,0
Wanshouxigong,2013,10,14,9,25,4,16.3,1019.2,-0.4,0
Wanshouxigong,2013,10,14,10,18,12,15.8,1020.5,-1.3,0
Wanshouxigong,2013,10,14,11,14,25,15.8,1020.6,-1.8,0
Wanshouxigong,2013,10,14,12,11,38,15.7,1020.7,-1.9,0
Wanshouxigong,2013,10,14,13,12,41,15.6,1021,-1.1,0
Wanshouxigong,2013,10,14,14,12,24,14.6,1021.3,-1.9,0
Wanshouxigong,2013,10,14,15,NA,43,14.7,1021.7,-2.3,0
Wanshouxigong,2013,10,14,16,4,40,14.2,1022.3,-3.2,0
Wanshouxigong,2013,10,14,17,8,38,10.7,1023.1,1.5,0
Wanshouxigong,2013,10,14,18,12,32,8.9,1024.2,1.3,0
Wanshouxigong,2013,10,14,19,14,27,6.7,1024.9,1.4,0
Wanshouxigong,2013,10,14,20,14,26,5.9,1025.9,2.7,0
Wanshouxigong,2013,10,14,21,17,19,5.3,1026.5,3.5,0
Wanshouxigong,2013,10,14,22,17,14,4.6,1026.7,2.5,0
Wanshouxigong,2013,10,14,23,14,5,4.9,1026.8,-0.1,0
Wanshouxigong,2013,10,15,0,16,10,8,1027,-4.8,0
Wanshouxigong,2013,10,15,1,8,34,8.5,1027,-5.7,0
Wanshouxigong,2013,10,15,2,6,26,7.2,1026.7,-5.2,0
Wanshouxigong,2013,10,15,3,8,23,3.4,1026.5,-2.8,0
Wanshouxigong,2013,10,15,4,6,35,4.5,1026.7,-1.9,0
Wanshouxigong,2013,10,15,5,6,33,3.1,1026.8,-1.8,0
Wanshouxigong,2013,10,15,6,5,23,3.2,1026.9,-1.9,0
Wanshouxigong,2013,10,15,7,7,14,10,1027.3,-6,0
Wanshouxigong,2013,10,15,8,14,12,11.7,1027.1,-5.8,0
Wanshouxigong,2013,10,15,9,14,22,12.8,1026.6,-7.3,0
Wanshouxigong,2013,10,15,10,10,35,13.5,1025.8,-6.2,0
Wanshouxigong,2013,10,15,11,11,45,15.3,1024.5,-5.2,0
Wanshouxigong,2013,10,15,12,11,50,15.4,1023,-6.2,0
Wanshouxigong,2013,10,15,13,13,55,16.1,1022,-4,0
Wanshouxigong,2013,10,15,14,12,54,16.2,1021.2,-2.8,0
Wanshouxigong,2013,10,15,15,13,60,15.9,1020.9,-2.1,0
Wanshouxigong,2013,10,15,16,19,77,14.7,1020.7,-1.8,0
Wanshouxigong,2013,10,15,17,26,73,12.3,1020.5,-2,0
Wanshouxigong,2013,10,15,18,26,42,9.3,1020.6,1,0
Wanshouxigong,2013,10,15,19,37,8,7.8,1020.8,1.2,0
Wanshouxigong,2013,10,15,20,49,8,7,1020.9,1.3,0
Wanshouxigong,2013,10,15,21,63,6,5.5,1021.1,2.8,0
Wanshouxigong,2013,10,15,22,74,3,4.6,1020.9,2.9,0
Wanshouxigong,2013,10,15,23,74,3,4,1020.7,2.8,0
Wanshouxigong,2013,10,16,0,75,3,3.4,1020.7,2.4,0
Wanshouxigong,2013,10,16,1,80,3,2.9,1020.6,2,0
Wanshouxigong,2013,10,16,2,50,1,3.1,1020.5,2.2,0
Wanshouxigong,2013,10,16,3,47,2,3,1020.4,2.3,0
Wanshouxigong,2013,10,16,4,41,1,2.7,1020.5,2,0
Wanshouxigong,2013,10,16,5,29,1,2.1,1020.4,1.4,0
Wanshouxigong,2013,10,16,6,24,1,2.2,1020.4,1.6,0
Wanshouxigong,2013,10,16,7,30,1,7.2,1020.7,2.9,0
Wanshouxigong,2013,10,16,8,32,2,11.9,1020.8,0.3,0
Wanshouxigong,2013,10,16,9,42,5,14.3,1020.3,-0.2,0
Wanshouxigong,2013,10,16,10,36,10,16.4,1019.8,-0.8,0
Wanshouxigong,2013,10,16,11,44,11,18.2,1018.6,-1.1,0
Wanshouxigong,2013,10,16,12,39,31,19.1,1017.6,-2,0
Wanshouxigong,2013,10,16,13,37,60,20,1016.9,-1.2,0
Wanshouxigong,2013,10,16,14,27,81,20,1016.4,-2.4,0
Wanshouxigong,2013,10,16,15,20,83,20.1,1016.3,-1.7,0
Wanshouxigong,2013,10,16,16,27,90,18.3,1016.3,-1,0
Wanshouxigong,2013,10,16,17,31,67,15.6,1016.7,1.7,0
Wanshouxigong,2013,10,16,18,40,38,13.1,1017.3,3.2,0
Wanshouxigong,2013,10,16,19,82,27,10.9,1017.6,5.4,0
Wanshouxigong,2013,10,16,20,111,9,10.7,1018,4.8,0
Wanshouxigong,2013,10,16,21,118,2,9.5,1018.5,5.7,0
Wanshouxigong,2013,10,16,22,127,1,7.9,1018.7,6.4,0
Wanshouxigong,2013,10,16,23,139,2,6.9,1018.7,5.8,0
Wanshouxigong,2013,10,17,0,162,2,6,1018.8,4.3,0
Wanshouxigong,2013,10,17,1,168,2,5.4,1019,4.2,0
Wanshouxigong,2013,10,17,2,170,2,5,1019.2,4.1,0
Wanshouxigong,2013,10,17,3,170,2,6.3,1019.3,4.8,0
Wanshouxigong,2013,10,17,4,174,2,7.4,1019.7,4.4,0
Wanshouxigong,2013,10,17,5,132,2,5.4,1020.2,4.2,0
Wanshouxigong,2013,10,17,6,115,2,4.9,1020.7,4.2,0
Wanshouxigong,2013,10,17,7,133,2,7.4,1021.4,6.7,0
Wanshouxigong,2013,10,17,8,118,2,11.7,1021.8,4.9,0
Wanshouxigong,2013,10,17,9,103,3,13.5,1021.5,4.6,0
Wanshouxigong,2013,10,17,10,109,7,15.6,1021,4.6,0
Wanshouxigong,2013,10,17,11,146,16,16.8,1020.4,5.4,0
Wanshouxigong,2013,10,17,12,201,18,17.6,1019.3,4.5,0
Wanshouxigong,2013,10,17,13,198,50,18.3,1018.6,2.6,0
Wanshouxigong,2013,10,17,14,157,70,18.8,1018.3,1.3,0
Wanshouxigong,2013,10,17,15,107,78,17.9,1018,2.2,0
Wanshouxigong,2013,10,17,16,101,90,16.7,1017.9,4,0
Wanshouxigong,2013,10,17,17,142,78,14.9,1018.1,3.4,0
Wanshouxigong,2013,10,17,18,157,58,11.9,1018.8,4.8,0
Wanshouxigong,2013,10,17,19,183,27,10.9,1018.9,5.4,0
Wanshouxigong,2013,10,17,20,199,4,10.1,1019,6.4,0
Wanshouxigong,2013,10,17,21,198,3,9.1,1019.2,6.7,0
Wanshouxigong,2013,10,17,22,209,3,9.7,1019.3,6.8,0
Wanshouxigong,2013,10,17,23,218,4,7.9,1019.1,6.5,0
Wanshouxigong,2013,10,18,0,188,3,7.4,1019.1,6.7,0
Wanshouxigong,2013,10,18,1,196,4,7,1019,6.4,0
Wanshouxigong,2013,10,18,2,252,4,6.7,1018.7,6.3,0
Wanshouxigong,2013,10,18,3,228,2,6.7,1018.6,6.3,0
Wanshouxigong,2013,10,18,4,211,2,8.2,1019,6.3,0
Wanshouxigong,2013,10,18,5,206,2,8.1,1019.3,5.7,0
Wanshouxigong,2013,10,18,6,229,3,6.8,1019.6,5.9,0
Wanshouxigong,2013,10,18,7,209,2,10.3,1020.4,5.7,0
Wanshouxigong,2013,10,18,8,200,3,11.5,1020.3,5.8,0
Wanshouxigong,2013,10,18,9,212,4,12.7,1019.6,5.8,0
Wanshouxigong,2013,10,18,10,220,5,14,1019.3,5.6,0
Wanshouxigong,2013,10,18,11,242,7,15.1,1018.4,5.6,0
Wanshouxigong,2013,10,18,12,262,10,16.5,1017.5,6.6,0
Wanshouxigong,2013,10,18,13,284,14,17.2,1016.9,6.7,0
Wanshouxigong,2013,10,18,14,291,17,17.5,1016.5,6.7,0
Wanshouxigong,2013,10,18,15,275,42,17.1,1016.6,7.4,0
Wanshouxigong,2013,10,18,16,220,83,15.6,1016.3,7.9,0
Wanshouxigong,2013,10,18,17,244,53,13.1,1016.8,9.9,0
Wanshouxigong,2013,10,18,18,248,10,11.2,1017.2,9.5,0
Wanshouxigong,2013,10,18,19,256,2,10.6,1017,9.4,0
Wanshouxigong,2013,10,18,20,279,4,10.2,1017.3,9.3,0
Wanshouxigong,2013,10,18,21,307,6,10.8,1017.8,9.9,0
Wanshouxigong,2013,10,18,22,294,3,11.9,1017.7,9.6,0
Wanshouxigong,2013,10,18,23,283,3,14,1017.9,8.4,0
Wanshouxigong,2013,10,19,0,234,1,13,1018,9.8,0
Wanshouxigong,2013,10,19,1,261,1,12.2,1017.7,10.3,0
Wanshouxigong,2013,10,19,2,214,1,11.5,1017.3,9.6,0
Wanshouxigong,2013,10,19,3,271,1,12.9,1017.4,8.8,0
Wanshouxigong,2013,10,19,4,263,1,12.6,1017.9,6.2,0
Wanshouxigong,2013,10,19,5,184,1,12.6,1018.1,-0.7,0
Wanshouxigong,2013,10,19,6,56,8,12.3,1018.6,-2,0
Wanshouxigong,2013,10,19,7,30,12,12.7,1019.5,-1.6,0
Wanshouxigong,2013,10,19,8,30,10,14.2,1019.8,-2.7,0
Wanshouxigong,2013,10,19,9,17,19,15.8,1019.6,-3.2,0
Wanshouxigong,2013,10,19,10,10,28,16,1019.5,-3.5,0
Wanshouxigong,2013,10,19,11,10,49,16.8,1018.9,-3.9,0
Wanshouxigong,2013,10,19,12,3,58,18.1,1018.4,-2.8,0
Wanshouxigong,2013,10,19,13,3,58,18.3,1018.1,-2.1,0
Wanshouxigong,2013,10,19,14,13,62,18.4,1018,-1.5,0
Wanshouxigong,2013,10,19,15,11,62,18,1018.2,-1.3,0
Wanshouxigong,2013,10,19,16,11,60,16.9,1018.7,-1.3,0
Wanshouxigong,2013,10,19,17,13,56,15.9,1018.8,-1.2,0
Wanshouxigong,2013,10,19,18,13,44,15.3,1019.6,-0.1,0
Wanshouxigong,2013,10,19,19,16,39,13.8,1020.3,-0.7,0
Wanshouxigong,2013,10,19,20,5,46,13.7,1020.4,-1.5,0
Wanshouxigong,2013,10,19,21,4,43,9.6,1020.6,1.7,0
Wanshouxigong,2013,10,19,22,15,32,7.4,1020.1,2.9,0
Wanshouxigong,2013,10,19,23,17,21,6.5,1019.8,2.8,0
Wanshouxigong,2013,10,20,0,19,1,6,1019.6,2.3,0
Wanshouxigong,2013,10,20,1,23,1,5.3,1019.7,3.1,0
Wanshouxigong,2013,10,20,2,16,1,4.9,1019.5,3.2,0
Wanshouxigong,2013,10,20,3,20,1,6.8,1019.6,2.7,0
Wanshouxigong,2013,10,20,4,22,1,9.6,1019.6,0.2,0
Wanshouxigong,2013,10,20,5,15,1,9.7,1019.9,1.3,0
Wanshouxigong,2013,10,20,6,7,1,6.5,1020.2,1.4,0
Wanshouxigong,2013,10,20,7,18,1,12,1020.6,0.4,0
Wanshouxigong,2013,10,20,8,17,2,14,1020.8,-0.9,0
Wanshouxigong,2013,10,20,9,17,15,15.5,1020.7,-1.1,0
Wanshouxigong,2013,10,20,10,21,26,16.6,1019.9,-0.6,0
Wanshouxigong,2013,10,20,11,8,41,17.8,1018.6,-2,0
Wanshouxigong,2013,10,20,12,11,55,18.9,1017.3,-3.3,0
Wanshouxigong,2013,10,20,13,11,65,19.8,1016.7,-0.8,0
Wanshouxigong,2013,10,20,14,17,69,18.7,1016.3,-1.2,0
Wanshouxigong,2013,10,20,15,13,67,18.4,1016,0,0
Wanshouxigong,2013,10,20,16,13,53,16.8,1016,0,0
Wanshouxigong,2013,10,20,17,12,41,14.1,1016.4,0.7,0
Wanshouxigong,2013,10,20,18,30,16,12.8,1016.7,2,0
Wanshouxigong,2013,10,20,19,46,1,10.9,1016.9,2.7,0
Wanshouxigong,2013,10,20,20,63,2,8.9,1017.1,4.1,0
Wanshouxigong,2013,10,20,21,71,2,8.7,1017.2,5.4,0
Wanshouxigong,2013,10,20,22,62,1,7.7,1017,4.5,0
Wanshouxigong,2013,10,20,23,68,1,6.8,1017.2,4.6,0
Wanshouxigong,2013,10,21,0,67,1,6.2,1017.2,4.8,0
Wanshouxigong,2013,10,21,1,66,1,5.8,1016.9,4.8,0
Wanshouxigong,2013,10,21,2,71,1,5.3,1016.5,4.4,0
Wanshouxigong,2013,10,21,3,75,1,5.3,1016.3,4.6,0
Wanshouxigong,2013,10,21,4,77,1,5.9,1016.4,5.2,0
Wanshouxigong,2013,10,21,5,75,1,6.3,1016.5,5.3,0
Wanshouxigong,2013,10,21,6,79,1,7.4,1016.5,4.9,0
Wanshouxigong,2013,10,21,7,86,2,9.5,1017.2,4.1,0
Wanshouxigong,2013,10,21,8,90,2,12.2,1017.4,2.9,0
Wanshouxigong,2013,10,21,9,82,1,13.6,1017.5,3.1,0
Wanshouxigong,2013,10,21,10,83,3,15.2,1017.2,2.7,0
Wanshouxigong,2013,10,21,11,95,8,16.7,1016.6,3.7,0
Wanshouxigong,2013,10,21,12,95,10,17.5,1015.6,3.4,0
Wanshouxigong,2013,10,21,13,116,30,18.3,1015,3,0
Wanshouxigong,2013,10,21,14,86,83,18.4,1014.9,2.6,0
Wanshouxigong,2013,10,21,15,88,103,18.1,1014.9,1.6,0
Wanshouxigong,2013,10,21,16,78,104,16.8,1015,2.8,0
Wanshouxigong,2013,10,21,17,78,102,14.6,1015.6,2.8,0
Wanshouxigong,2013,10,21,18,71,64,12.4,1016.1,3.6,0
Wanshouxigong,2013,10,21,19,71,25,9.9,1016.4,5.7,0
Wanshouxigong,2013,10,21,20,75,5,9.5,1016.9,4.3,0
Wanshouxigong,2013,10,21,21,121,3,8.4,1017.2,5.3,0
Wanshouxigong,2013,10,21,22,142,4,9.7,1017.2,3.6,0
Wanshouxigong,2013,10,21,23,143,3,7.6,1017.3,5.6,0
Wanshouxigong,2013,10,22,0,133,2,7.1,1017.3,5.1,0
Wanshouxigong,2013,10,22,1,134,2,6.5,1017.3,4.8,0
Wanshouxigong,2013,10,22,2,145,2,6.3,1016.8,5.3,0
Wanshouxigong,2013,10,22,3,145,1,5.6,1015.9,4.7,0
Wanshouxigong,2013,10,22,4,141,1,5.8,1016.4,4.9,0
Wanshouxigong,2013,10,22,5,144,1,5.1,1016.8,4.5,0
Wanshouxigong,2013,10,22,6,120,1,5.5,1017.3,5.1,0
Wanshouxigong,2013,10,22,7,120,1,7.3,1017.7,7,0
Wanshouxigong,2013,10,22,8,128,3,10.7,1017.7,6.4,0
Wanshouxigong,2013,10,22,9,171,4,12.8,1017.3,6.8,0
Wanshouxigong,2013,10,22,10,175,4,14.2,1016.4,7,0
Wanshouxigong,2013,10,22,11,179,11,15.8,1014.6,5.4,0
Wanshouxigong,2013,10,22,12,188,31,16.7,1013.7,5.6,0
Wanshouxigong,2013,10,22,13,151,57,16.8,1012.8,6.3,0
Wanshouxigong,2013,10,22,14,149,87,17,1012,7.1,0
Wanshouxigong,2013,10,22,15,146,90,16.7,1011.7,6.8,0
Wanshouxigong,2013,10,22,16,135,81,15.3,1012.3,7.6,0
Wanshouxigong,2013,10,22,17,141,68,15.2,1013.1,5.4,0
Wanshouxigong,2013,10,22,18,141,39,14.3,1013.5,5.9,0
Wanshouxigong,2013,10,22,19,106,35,13.8,1013.4,4.6,0
Wanshouxigong,2013,10,22,20,106,12,12.8,1013.8,7,0
Wanshouxigong,2013,10,22,21,99,8,10.5,1013.8,6.4,0
Wanshouxigong,2013,10,22,22,81,1,11.6,1013.8,1.8,0
Wanshouxigong,2013,10,22,23,81,2,10.7,1014.2,-2.4,0
Wanshouxigong,2013,10,23,0,99,6,10.4,1014.8,-6.9,0
Wanshouxigong,2013,10,23,1,57,10,10.2,1015.2,-9.5,0
Wanshouxigong,2013,10,23,2,43,19,9.1,1015.2,-8.5,0
Wanshouxigong,2013,10,23,3,25,24,8.3,1015.3,-2.4,0
Wanshouxigong,2013,10,23,4,25,13,7.6,1015.7,-0.4,0
Wanshouxigong,2013,10,23,5,27,23,6.8,1015.6,-1.6,0
Wanshouxigong,2013,10,23,6,27,140,6.7,1015.6,-2.7,0
Wanshouxigong,2013,10,23,7,17,16,8.6,1016.5,-4.6,0
Wanshouxigong,2013,10,23,8,21,14,10.5,1016.4,-8.7,0
Wanshouxigong,2013,10,23,9,12,20,12.2,1016.3,-8.4,0
Wanshouxigong,2013,10,23,10,12,24,13.1,1015.9,-10.1,0
Wanshouxigong,2013,10,23,11,35,28,14.2,1015,-8.5,0
Wanshouxigong,2013,10,23,12,22,42,15.2,1014,-8.3,0
Wanshouxigong,2013,10,23,13,13,60,15.5,1013.4,-8.1,0
Wanshouxigong,2013,10,23,14,12,57,15.8,1013.5,-6.5,0
Wanshouxigong,2013,10,23,15,12,52,15.2,1013.6,-6.4,0
Wanshouxigong,2013,10,23,16,22,46,12.8,1014.2,-3.1,0
Wanshouxigong,2013,10,23,17,18,34,8.2,1014.8,-0.3,0
Wanshouxigong,2013,10,23,18,37,13,6.8,1015.9,-2.4,0
Wanshouxigong,2013,10,23,19,50,5,12.2,1017.2,-7.3,0
Wanshouxigong,2013,10,23,20,40,7,11.2,1018.3,-8.1,0
Wanshouxigong,2013,10,23,21,12,36,10,1019.9,-9.2,0
Wanshouxigong,2013,10,23,22,12,47,9.3,1020,-8.3,0
Wanshouxigong,2013,10,23,23,9,42,8.9,1019.8,-8.2,0
Wanshouxigong,2013,10,24,0,11,40,8.6,1020.1,-8,0
Wanshouxigong,2013,10,24,1,11,36,8.2,1020.2,-7.5,0
Wanshouxigong,2013,10,24,2,8,42,7.6,1020.3,-8.5,0
Wanshouxigong,2013,10,24,3,8,41,7,1020.7,-8.2,0
Wanshouxigong,2013,10,24,4,7,34,5.4,1020.8,-5,0
Wanshouxigong,2013,10,24,5,11,29,3.1,1020.9,-3.9,0
Wanshouxigong,2013,10,24,6,10,31,1.9,1021.2,-2.2,0
Wanshouxigong,2013,10,24,7,13,21,5.9,1021.9,-3.2,0
Wanshouxigong,2013,10,24,8,11,9,11.1,1021.8,-5,0
Wanshouxigong,2013,10,24,9,11,32,12.5,1021.5,-5.1,0
Wanshouxigong,2013,10,24,10,13,61,13.4,1021.1,-4.3,0
Wanshouxigong,2013,10,24,11,11,67,14.5,1020.3,-3.8,0
Wanshouxigong,2013,10,24,12,14,76,15.3,1019.3,-3.6,0
Wanshouxigong,2013,10,24,13,14,91,16.2,1018.8,-3.4,0
Wanshouxigong,2013,10,24,14,17,96,16.2,1018.5,-3.4,0
Wanshouxigong,2013,10,24,15,18,95,16.3,1018.6,-2.8,0
Wanshouxigong,2013,10,24,16,19,90,14.9,1018.9,-2.5,0
Wanshouxigong,2013,10,24,17,22,82,13.8,1019.4,-2.6,0
Wanshouxigong,2013,10,24,18,29,71,13.6,1019.9,-2.8,0
Wanshouxigong,2013,10,24,19,28,70,13,1020.5,-2.5,0
Wanshouxigong,2013,10,24,20,39,63,13,1020.8,-2.5,0
Wanshouxigong,2013,10,24,21,39,72,12.7,1021.3,-2.8,0
Wanshouxigong,2013,10,24,22,39,67,12.3,1021.4,-2.4,0
Wanshouxigong,2013,10,24,23,39,60,11.3,1021.6,-1.8,0
Wanshouxigong,2013,10,25,0,38,58,7.5,1022.1,0.7,0
Wanshouxigong,2013,10,25,1,36,55,5.5,1022,0.8,0
Wanshouxigong,2013,10,25,2,39,56,9.5,1021.9,-0.4,0
Wanshouxigong,2013,10,25,3,36,55,9.7,1021.9,-0.8,0
Wanshouxigong,2013,10,25,4,36,19,8.9,1022.1,-0.7,0
Wanshouxigong,2013,10,25,5,37,21,9,1022.4,-0.6,0
Wanshouxigong,2013,10,25,6,38,11,4.7,1022.7,1,0
Wanshouxigong,2013,10,25,7,40,6,9.5,1023.3,-0.1,0
Wanshouxigong,2013,10,25,8,40,2,12.4,1023.2,0.2,0
Wanshouxigong,2013,10,25,9,39,20,13.7,1022.8,-1.1,0
Wanshouxigong,2013,10,25,10,39,41,15.3,1022,-0.9,0
Wanshouxigong,2013,10,25,11,35,60,16.3,1021,-0.9,0
Wanshouxigong,2013,10,25,12,30,69,17.3,1020,-3.5,0
Wanshouxigong,2013,10,25,13,30,74,18,1019.2,-4.1,0
Wanshouxigong,2013,10,25,14,24,77,18.3,1018.6,-3.8,0
Wanshouxigong,2013,10,25,15,19,78,18.1,1018.5,-5.2,0
Wanshouxigong,2013,10,25,16,14,73,14.8,1018.2,-0.1,0
Wanshouxigong,2013,10,25,17,18,63,9.6,1018.4,1.5,0
Wanshouxigong,2013,10,25,18,29,23,8.3,1018.6,2.7,0
Wanshouxigong,2013,10,25,19,53,1,6.7,1018.7,4.2,0
Wanshouxigong,2013,10,25,20,53,1,5.9,1018.9,2.5,0
Wanshouxigong,2013,10,25,21,70,1,5.2,1019.1,2.4,0
Wanshouxigong,2013,10,25,22,65,1,4.6,1018.9,1.8,0
Wanshouxigong,2013,10,25,23,65,1,4.1,1018.8,1.8,0
Wanshouxigong,2013,10,26,0,59,1,3.8,1019,2,0
Wanshouxigong,2013,10,26,1,59,1,3.3,1018.8,1.7,0
Wanshouxigong,2013,10,26,2,37,1,3,1018.5,1.5,0
Wanshouxigong,2013,10,26,3,34,1,2.4,1018.4,0.9,0
Wanshouxigong,2013,10,26,4,34,1,2.4,1018.1,0.9,0
Wanshouxigong,2013,10,26,5,29,1,2.5,1018,0.9,0
Wanshouxigong,2013,10,26,6,27,1,2.6,1018.1,1.1,0
Wanshouxigong,2013,10,26,7,27,1,6.1,1018.6,1,0
Wanshouxigong,2013,10,26,8,31,NA,10.8,1018.4,-0.4,0
Wanshouxigong,2013,10,26,9,27,12.2094,13.1,1018,-0.9,0
Wanshouxigong,2013,10,26,10,37,13.923,14.8,1017.5,-0.9,0
Wanshouxigong,2013,10,26,11,46,20.5632,15.9,1016.1,0,0
Wanshouxigong,2013,10,26,12,42,28.2744,16.7,1014.9,-0.5,0
Wanshouxigong,2013,10,26,13,54,32.9868,17.5,1014.1,-1.2,0
Wanshouxigong,2013,10,26,14,56,57.1914,17.4,1013.6,-0.8,0
Wanshouxigong,2013,10,26,15,43,74.5416,17.1,1013.1,-1.1,0
Wanshouxigong,2013,10,26,16,52,67.0446,15.3,1012.9,-1.3,0
Wanshouxigong,2013,10,26,17,56,69.1866,10.5,1013.1,1.8,0
Wanshouxigong,2013,10,26,18,63,23.1336,10.2,1013.3,1.6,0
Wanshouxigong,2013,10,26,19,63,NA,8.6,1013.3,1.9,0
Wanshouxigong,2013,10,26,20,140,NA,6.8,1013.4,4.1,0
Wanshouxigong,2013,10,26,21,165,NA,5.7,1013.3,4,0
Wanshouxigong,2013,10,26,22,166,NA,4.9,1012.9,3.6,0
Wanshouxigong,2013,10,26,23,180,NA,4.4,1012.7,3.2,0
Wanshouxigong,2013,10,27,0,186,NA,4,1012.6,3,0
Wanshouxigong,2013,10,27,1,191,NA,4,1012.4,3,0
Wanshouxigong,2013,10,27,2,192,NA,3.9,1012,2.7,0
Wanshouxigong,2013,10,27,3,151,NA,3.4,1012,2.5,0
Wanshouxigong,2013,10,27,4,128,NA,3.5,1012.1,2.6,0
Wanshouxigong,2013,10,27,5,136,NA,3,1011.9,2.3,0
Wanshouxigong,2013,10,27,6,120,NA,3,1012,2.3,0
Wanshouxigong,2013,10,27,7,93,NA,6.1,1012.7,3.1,0
Wanshouxigong,2013,10,27,8,91,NA,9.9,1012.7,1.5,0
Wanshouxigong,2013,10,27,9,91,NA,11.6,1012.3,1.5,0
Wanshouxigong,2013,10,27,10,106,1.071,13.2,1011.5,1.8,0
Wanshouxigong,2013,10,27,11,172,8.9964,14.4,1010.6,2,0
Wanshouxigong,2013,10,27,12,212,11.9952,15.1,1009.8,2.6,0
Wanshouxigong,2013,10,27,13,220,9.8532,16,1009.1,2,0
Wanshouxigong,2013,10,27,14,225,11.781,15.8,1008.9,3.2,0
Wanshouxigong,2013,10,27,15,240,22.7052,15.2,1009.1,5.1,0
Wanshouxigong,2013,10,27,16,245,15.6366,12.4,1009.4,5.8,0
Wanshouxigong,2013,10,27,17,237,10.9242,10.2,1010,6.5,0
Wanshouxigong,2013,10,27,18,225,7.9254,9.2,1010.3,6.8,0
Wanshouxigong,2013,10,27,19,241,NA,7.9,1010.6,6.4,0
Wanshouxigong,2013,10,27,20,249,NA,7.3,1010.8,6.1,0
Wanshouxigong,2013,10,27,21,265,NA,7.1,1011.3,6.2,0
Wanshouxigong,2013,10,27,22,281,NA,7.1,1011.1,6.2,0
Wanshouxigong,2013,10,27,23,287,NA,6.7,1011.3,5.8,0
Wanshouxigong,2013,10,28,0,287,NA,6.4,1011.3,5.5,0
Wanshouxigong,2013,10,28,1,287,NA,7.6,1011.4,5.6,0
Wanshouxigong,2013,10,28,2,320,NA,6.2,1011.2,5.2,0
Wanshouxigong,2013,10,28,3,303,NA,5.6,1011.1,4.9,0
Wanshouxigong,2013,10,28,4,274,NA,5.4,1011.2,4.8,0
Wanshouxigong,2013,10,28,5,251,NA,5.4,1011.4,4.5,0
Wanshouxigong,2013,10,28,6,248,NA,4.9,1011.8,4.3,0
Wanshouxigong,2013,10,28,7,251,NA,6,1012.6,5.6,0
Wanshouxigong,2013,10,28,8,252,NA,9.9,1013.1,5.7,0
Wanshouxigong,2013,10,28,9,266,NA,12,1013.1,6.1,0
Wanshouxigong,2013,10,28,10,278,NA,14.3,1012.9,4.6,0
Wanshouxigong,2013,10,28,11,268,4.284,15.5,1012.2,4.5,0
Wanshouxigong,2013,10,28,12,272,30.4164,16.2,1011.7,4.6,0
Wanshouxigong,2013,10,28,13,294,55.9062,16.3,1011.2,4.3,0
Wanshouxigong,2013,10,28,14,304,86.9652,16.8,1011.5,4.1,0
Wanshouxigong,2013,10,28,15,298,85.2516,16.3,1012,5.6,0
Wanshouxigong,2013,10,28,16,286,68.7582,14.9,1012.7,5.9,0
Wanshouxigong,2013,10,28,17,313,47.9808,11.8,1014,7.3,0
Wanshouxigong,2013,10,28,18,322,25.704,11.1,1014.9,7.8,0
Wanshouxigong,2013,10,28,19,334,NA,10.7,1015.5,7.9,0
Wanshouxigong,2013,10,28,20,361,NA,9.2,1016.7,7.8,0
Wanshouxigong,2013,10,28,21,368,NA,9.1,1017.6,7.9,0
Wanshouxigong,2013,10,28,22,344,NA,10.1,1018.1,8,0
Wanshouxigong,2013,10,28,23,334,NA,9.5,1018.5,7.6,0
Wanshouxigong,2013,10,29,0,326,NA,11.4,1018.9,3.4,0
Wanshouxigong,2013,10,29,1,285,NA,12.2,1019.2,0,0
Wanshouxigong,2013,10,29,2,285,20.5632,11.9,1019.2,-0.3,0
Wanshouxigong,2013,10,29,3,15,36.6282,11.4,1019.5,-0.8,0
Wanshouxigong,2013,10,29,4,15,25.0614,10.6,1019.8,-0.6,0
Wanshouxigong,2013,10,29,5,16,24.4188,10.1,1020.6,-1.3,0
Wanshouxigong,2013,10,29,6,14,24.2046,9,1021.5,-0.9,0
Wanshouxigong,2013,10,29,7,16,15.6366,10.1,1022.4,-1,0
Wanshouxigong,2013,10,29,8,15,10.0674,13,1022.9,-2.9,0
Wanshouxigong,2013,10,29,9,12,22.491,13.9,1023.2,-4.8,0
Wanshouxigong,2013,10,29,10,10,43.4826,14.4,1022.9,-4.9,0
Wanshouxigong,2013,10,29,11,14,52.6932,15,1021.8,-5.4,0
Wanshouxigong,2013,10,29,12,13,59.3334,16,1020.7,-5.2,0
Wanshouxigong,2013,10,29,13,14,63.4032,16.5,1020.2,-5.3,0
Wanshouxigong,2013,10,29,14,13,67.6872,16.8,1019.7,-6.3,0
Wanshouxigong,2013,10,29,15,20,64.6884,16.7,1019.6,-6.4,0
